state_date,state_signature,pif_risk_state,nbim_sector_state,model_exposure_target,model_sector_tilt_primary,model_sector_tilt_primary_proxy,cross_fund_confirmation_count,window_months,window_label,spy_start_date,spy_end_date,spy_forward_return,spy_minus_unconditional_avg,vt_start_date,vt_end_date,vt_forward_return,sector_start_date,sector_end_date,primary_sector_forward_return,primary_sector_excess_vs_vt,primary_sector_excess_minus_unconditional_avg
2019-08-07,risk_on|consensus_led|Technology|1|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,1,3,3m,2019-08-07,2019-11-07,0.075098913660,0.034258901179,2019-08-07,2019-11-07,0.081286890880,2019-08-07,2019-11-07,0.112031882939,0.030744992059,0.002002268346
2019-08-07,risk_on|consensus_led|Technology|1|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,1,6,6m,2019-08-07,2020-02-07,0.164563623334,0.083784675622,2019-08-07,2020-02-07,0.138535316436,2019-08-07,2020-02-07,0.302879524223,0.164344207787,0.107628315037
2019-10-22,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,1,1m,2019-10-22,2019-11-22,0.039965137747,0.025147984929,2019-10-22,2019-11-22,0.032810656372,2019-10-22,2019-11-22,-0.012395396733,-0.045206053105,-0.047065577898
2019-10-22,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,3,3m,2019-10-22,2020-01-22,0.113544877972,0.072704865491,2019-10-22,2020-01-22,0.097395669174,2019-10-22,2020-01-22,0.053832085884,-0.043563583289,-0.049440428308
2019-10-22,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,6,6m,2019-10-22,2020-04-22,-0.056538082038,-0.137317029750,2019-10-22,2020-04-22,-0.112071076535,2019-10-22,2020-04-22,-0.078905745515,0.033165331020,0.022906615468
2020-02-05,neutral|consensus_led|Technology|1|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,1,1,1m,2020-02-05,2020-03-05,-0.091329703506,-0.106146856324,2020-02-05,2020-03-05,-0.090113128738,2020-02-05,2020-03-05,-0.088966759138,0.001146369601,-0.009130154793
2020-02-05,neutral|consensus_led|Technology|1|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,1,3,3m,2020-02-05,2020-05-05,-0.135184390256,-0.176024402737,2020-02-05,2020-05-05,-0.167477101294,2020-02-05,2020-05-05,-0.074523650310,0.092953450984,0.064210727270
2020-02-05,neutral|consensus_led|Technology|1|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,1,6,6m,2020-02-05,2020-08-05,0.007975452623,-0.072803495089,2020-02-05,2020-08-05,-0.011012736633,2020-02-05,2020-08-05,0.160238482081,0.171251218715,0.114535325964
2020-02-26,neutral|consensus_led|Technology|1|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,1,1,1m,2020-02-26,2020-03-26,-0.156576275343,-0.171393428161,2020-02-26,2020-03-26,-0.167512591811,2020-02-26,2020-03-26,-0.102845219486,0.064667372325,0.054390847931
2020-02-26,neutral|consensus_led|Technology|1|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,1,3,3m,2020-02-26,2020-05-26,-0.034260563825,-0.075100576307,2020-02-26,2020-05-26,-0.065243109026,2020-02-26,2020-05-26,0.050622630776,0.115865739802,0.087123016088
2020-02-26,neutral|consensus_led|Technology|1|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,1,6,6m,2020-02-26,2020-08-26,0.127233416158,0.046454468446,2020-02-26,2020-08-26,0.093693654296,2020-02-26,2020-08-26,0.336951523235,0.243257868938,0.186541976188
2020-05-18,risk_on|consensus_led|Financials|3|1.000000000000,risk_on,consensus_led,1.000000000000,Financials,XLF,3,1,1m,2020-05-18,2020-06-18,0.056881336782,0.042064183964,2020-05-18,2020-06-18,0.071114954387,2020-05-18,2020-06-18,0.090827245757,0.019712291370,0.020147497273
2020-05-18,risk_on|consensus_led|Financials|3|1.000000000000,risk_on,consensus_led,1.000000000000,Financials,XLF,3,3,3m,2020-05-18,2020-08-18,0.152962567627,0.112122555146,2020-05-18,2020-08-18,0.168190608465,2020-05-18,2020-08-18,0.118640773570,-0.049549834894,-0.048870170431
2020-05-18,risk_on|consensus_led|Financials|3|1.000000000000,risk_on,consensus_led,1.000000000000,Financials,XLF,3,6,6m,2020-05-18,2020-11-18,0.217858301754,0.137079354042,2020-05-18,2020-11-18,0.248798381885,2020-05-18,2020-11-18,0.249594665088,0.000796283202,-0.000612609288
2020-08-17,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,1,1m,2020-08-17,2020-09-17,-0.006125915884,-0.020943068702,2020-08-17,2020-09-17,-0.001585352570,2020-08-17,2020-09-17,-0.008025152389,-0.006439799819,-0.016716324213
2020-08-17,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,3,3m,2020-08-17,2020-11-17,0.071462898296,0.030622885815,2020-08-17,2020-11-17,0.079228857937,2020-08-17,2020-11-17,0.066179894297,-0.013048963640,-0.041791687354
2020-08-17,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,6,6m,2020-08-17,2021-02-17,0.170805573632,0.090026625921,2020-08-17,2021-02-17,0.213049173756,2020-08-17,2021-02-17,0.205184798229,-0.007864375527,-0.064580268278
2020-11-17,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,1,1m,2020-11-17,2020-12-17,0.032222265421,0.017405112603,2020-11-17,2020-12-17,0.050988083872,2020-11-17,2020-12-17,0.057605335704,0.006617251832,-0.003659272562
2020-11-17,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,3,3m,2020-11-17,2021-02-17,0.092716859813,0.051876847332,2020-11-17,2021-02-17,0.123996235678,2020-11-17,2021-02-17,0.130376594678,0.006380359000,-0.022362364714
2020-11-17,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,6,6m,2020-11-17,2021-05-17,0.160905420561,0.080126472849,2020-11-17,2021-05-17,0.157846614011,2020-11-17,2021-05-17,0.119057790759,-0.038788823253,-0.095504716003
2021-02-26,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,1,1m,2021-02-26,2021-03-26,0.044464445210,0.029647292392,2021-02-26,2021-03-26,0.030617380930,2021-02-26,2021-03-26,0.019429411526,-0.011187969404,-0.021464493798
2021-02-26,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,3,3m,2021-02-26,2021-05-26,0.105368233712,0.064528221230,2021-02-26,2021-05-26,0.083263630978,2021-02-26,2021-05-26,0.065302720478,-0.017960910500,-0.046703634214
2021-02-26,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,6,6m,2021-02-26,2021-08-26,0.180924482207,0.100145534496,2021-02-26,2021-08-26,0.117532385709,2021-02-26,2021-08-26,0.206853246656,0.089320860947,0.032604968196
2021-05-18,risk_on|consensus_led|Financials|3|1.000000000000,risk_on,consensus_led,1.000000000000,Financials,XLF,3,1,1m,2021-05-18,2021-06-18,0.010518267466,-0.004298885352,2021-05-18,2021-06-18,0.009017893757,2021-05-18,2021-06-18,-0.058524796709,-0.067542690466,-0.067107484562
2021-05-18,risk_on|consensus_led|Financials|3|1.000000000000,risk_on,consensus_led,1.000000000000,Financials,XLF,3,3,3m,2021-05-18,2021-08-18,0.069602311484,0.028762299003,2021-05-18,2021-08-18,0.035233979044,2021-05-18,2021-08-18,0.012539487363,-0.022694491681,-0.022014827218
2021-05-18,risk_on|consensus_led|Financials|3|1.000000000000,risk_on,consensus_led,1.000000000000,Financials,XLF,3,6,6m,2021-05-18,2021-11-18,0.147659035987,0.066880088275,2021-05-18,2021-11-18,0.086882667795,2021-05-18,2021-11-18,0.062981305745,-0.023901362051,-0.025310254541
2021-08-17,neutral|overweight_led|Technology|0|0.750000000000,neutral,overweight_led,0.750000000000,Technology,XLK,0,1,1m,2021-08-17,2021-09-17,-0.002770759273,-0.017587912091,2021-08-17,2021-09-17,0.004300022267,2021-08-17,2021-09-17,0.006994855485,0.002694833219,-0.007581691175
2021-08-17,neutral|overweight_led|Technology|0|0.750000000000,neutral,overweight_led,0.750000000000,Technology,XLK,0,3,3m,2021-08-17,2021-11-17,0.057641419633,0.016801407152,2021-08-17,2021-11-17,0.042484394262,2021-08-17,2021-11-17,0.094436816177,0.051952421914,0.023209698201
2021-08-17,neutral|overweight_led|Technology|0|0.750000000000,neutral,overweight_led,0.750000000000,Technology,XLK,0,6,6m,2021-08-17,2022-02-17,-0.009111701329,-0.089890649041,2021-08-17,2022-02-17,-0.023954624022,2021-08-17,2022-02-17,0.004684665344,0.028639289366,-0.028076603384
2022-03-04,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,1,1m,2022-03-04,2022-04-04,0.060264946916,0.045447794098,2022-03-04,2022-04-04,0.062300657984,2022-03-04,2022-04-04,0.073548427896,0.011247769912,0.010949600095
2022-03-04,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,3,3m,2022-03-04,2022-06-06,-0.044206392796,-0.085046405278,2022-03-04,2022-06-06,-0.032796818757,2022-03-04,2022-06-06,-0.096530630352,-0.063733811595,-0.067878621719
2022-03-04,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,6,6m,2022-03-04,2022-09-06,-0.089117794807,-0.169896742519,2022-03-04,2022-09-06,-0.103467589116,2022-03-04,2022-09-06,-0.196372800162,-0.092905211046,-0.106597701439
2022-10-12,neutral|overweight_led|Technology|0|0.750000000000,neutral,overweight_led,0.750000000000,Technology,XLK,0,1,1m,2022-10-12,2022-11-14,0.108144503685,0.093327350867,2022-10-12,2022-11-14,0.118978083367,2022-10-12,2022-11-14,0.132464131744,0.013486048376,0.003209523982
2022-10-12,neutral|overweight_led|Technology|0|0.750000000000,neutral,overweight_led,0.750000000000,Technology,XLK,0,3,3m,2022-10-12,2023-01-12,0.118394978278,0.077554965797,2022-10-12,2023-01-12,0.160240457393,2022-10-12,2023-01-12,0.122733892161,-0.037506565232,-0.066249288946
2022-10-12,neutral|overweight_led|Technology|0|0.750000000000,neutral,overweight_led,0.750000000000,Technology,XLK,0,6,6m,2022-10-12,2023-04-12,0.154011418566,0.073232470855,2022-10-12,2023-04-12,0.184183350127,2022-10-12,2023-04-12,0.271793690242,0.087610340116,0.030894447365
2022-11-15,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,1,1m,2022-11-15,2022-12-15,-0.022233905185,-0.037051058003,2022-11-15,2022-12-15,-0.014619794803,2022-11-15,2022-12-15,-0.049446174578,-0.034826379776,-0.035124549592
2022-11-15,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,3,3m,2022-11-15,2023-02-15,0.043621562455,0.002781549974,2022-11-15,2023-02-15,0.057877560441,2022-11-15,2023-02-15,0.115660564179,0.057783003738,0.053638193614
2022-11-15,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,6,6m,2022-11-15,2023-05-15,0.045135290549,-0.035643657162,2022-11-15,2023-05-15,0.058931841808,2022-11-15,2023-05-15,0.192660210848,0.133728369040,0.120035878647
2022-12-23,risk_on|consensus_led|Technology|5|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,5,1,1m,2022-12-23,2023-01-23,0.046277206120,0.031460053302,2022-12-23,2023-01-23,0.065114173609,2022-12-23,2023-01-23,0.078089773456,0.012975599847,0.002699075453
2022-12-23,risk_on|consensus_led|Technology|5|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,5,3,3m,2022-12-23,2023-03-23,0.030699216424,-0.010140796058,2022-12-23,2023-03-23,0.030801229829,2022-12-23,2023-03-23,0.173517003077,0.142715773247,0.113973049534
2022-12-23,risk_on|consensus_led|Technology|5|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,5,6,6m,2022-12-23,2023-06-23,0.139868316944,0.059089369233,2022-12-23,2023-06-23,0.109034825596,2022-12-23,2023-06-23,0.365160277189,0.256125451593,0.199409558842
2023-02-15,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,1,1m,2023-02-15,2023-03-15,-0.059664743936,-0.074481896753,2023-02-15,2023-03-15,-0.065324462288,2023-02-15,2023-03-15,-0.034654264756,0.030670197532,0.030372027715
2023-02-15,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,3,3m,2023-02-15,2023-05-15,0.001450456899,-0.039389555583,2023-02-15,2023-05-15,0.000996600558,2023-02-15,2023-05-15,0.069017090988,0.068020490429,0.063875680305
2023-02-15,neutral|consensus_led|Communication Services|1|0.750000000000,neutral,consensus_led,0.750000000000,Communication Services,XLC,1,6,6m,2023-02-15,2023-08-15,0.077877575754,-0.002901371958,2023-02-15,2023-08-15,0.042155496160,2023-02-15,2023-08-15,0.196046725174,0.153891229014,0.140198738621
2023-03-08,neutral|overweight_led|Financials|0|0.750000000000,neutral,overweight_led,0.750000000000,Financials,XLF,0,1,1m,2023-03-08,2023-04-10,0.030701658290,0.015884505472,2023-03-08,2023-04-10,0.021104558904,2023-03-08,2023-04-10,-0.078434590131,-0.099539149034,-0.099103943131
2023-03-08,neutral|overweight_led|Financials|0|0.750000000000,neutral,overweight_led,0.750000000000,Financials,XLF,0,3,3m,2023-03-08,2023-06-08,0.079819899264,0.038979886783,2023-03-08,2023-06-08,0.056586577952,2023-03-08,2023-06-08,-0.047389852370,-0.103976430322,-0.103296765859
2023-03-08,neutral|overweight_led|Financials|0|0.750000000000,neutral,overweight_led,0.750000000000,Financials,XLF,0,6,6m,2023-03-08,2023-09-08,0.125211849307,0.044432901595,2023-03-08,2023-09-08,0.077455375149,2023-03-08,2023-09-08,-0.009632233413,-0.087087608562,-0.088496501052
2023-05-16,neutral|overweight_led|Financials|0|0.750000000000,neutral,overweight_led,0.750000000000,Financials,XLF,0,1,1m,2023-05-16,2023-06-16,0.075165718926,0.060348566109,2023-05-16,2023-06-16,0.058568808517,2023-05-16,2023-06-16,0.053986442866,-0.004582365650,-0.004147159747
2023-05-16,neutral|overweight_led|Financials|0|0.750000000000,neutral,overweight_led,0.750000000000,Financials,XLF,0,3,3m,2023-05-16,2023-08-16,0.075606155279,0.034766142798,2023-05-16,2023-08-16,0.042179317231,2023-05-16,2023-08-16,0.076990421734,0.034811104503,0.035490768966
2023-05-16,neutral|overweight_led|Financials|0|0.750000000000,neutral,overweight_led,0.750000000000,Financials,XLF,0,6,6m,2023-05-16,2023-11-16,0.105387022871,0.024608075159,2023-05-16,2023-11-16,0.060551089943,2023-05-16,2023-11-16,0.103000948604,0.042449858661,0.041040966172
2023-08-15,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,1,1m,2023-08-15,2023-09-15,0.004602512524,-0.010214640294,2023-08-15,2023-09-15,0.006226600567,2023-08-15,2023-09-15,0.023046727186,0.016820126620,0.014960601827
2023-08-15,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,3,3m,2023-08-15,2023-11-15,0.018899920783,-0.021940091698,2023-08-15,2023-11-15,0.011794726819,2023-08-15,2023-11-15,0.002534927837,-0.009259798982,-0.015136644001
2023-08-15,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,6,6m,2023-08-15,2024-02-15,0.142064369495,0.061285421783,2023-08-15,2024-02-15,0.115752207816,2023-08-15,2024-02-15,0.080126870458,-0.035625337358,-0.045884052909
2023-11-15,neutral|consensus_led|Consumer Discretionary|2|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,2,1,1m,2023-11-15,2023-12-15,0.047912394647,0.033095241829,2023-11-15,2023-12-15,0.048614656619,2023-11-15,2023-12-15,0.068316028147,0.019701371528,0.017841846735
2023-11-15,neutral|consensus_led|Consumer Discretionary|2|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,2,3,3m,2023-11-15,2024-02-15,0.120879829509,0.080039817028,2023-11-15,2024-02-15,0.102745624426,2023-11-15,2024-02-15,0.077395749981,-0.025349874445,-0.031226719464
2023-11-15,neutral|consensus_led|Consumer Discretionary|2|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,2,6,6m,2023-11-15,2024-05-15,0.186547965330,0.105769017618,2023-11-15,2024-05-15,0.172656557902,2023-11-15,2024-05-15,0.075232574918,-0.097423982984,-0.107682698536
2024-02-15,neutral|consensus_led|Technology|2|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,2,1,1m,2024-02-15,2024-03-15,0.018722828706,0.003905675888,2024-02-15,2024-03-15,0.021912037828,2024-02-15,2024-03-15,0.005771676837,-0.016140360992,-0.026416885386
2024-02-15,neutral|consensus_led|Technology|2|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,2,3,3m,2024-02-15,2024-05-15,0.058586240997,0.017746228516,2024-02-15,2024-05-15,0.063397153367,2024-02-15,2024-05-15,0.045403837707,-0.017993315660,-0.046736039374
2024-02-15,neutral|consensus_led|Technology|2|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,2,6,6m,2024-02-15,2024-08-15,0.108677215080,0.027898267368,2024-02-15,2024-08-15,0.089621493743,2024-02-15,2024-08-15,0.088461303738,-0.001160190005,-0.057876082756
2024-02-28,neutral|consensus_led|Technology|2|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,2,1,1m,2024-02-28,2024-03-28,0.036404374202,0.021587221384,2024-02-28,2024-03-28,0.036118436081,2024-02-28,2024-03-28,0.020796912379,-0.015321523702,-0.025598048096
2024-02-28,neutral|consensus_led|Technology|2|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,2,3,3m,2024-02-28,2024-05-28,0.049758909675,0.008918897194,2024-02-28,2024-05-28,0.049245738529,2024-02-28,2024-05-28,0.059174230897,0.009928492367,-0.018814231346
2024-02-28,neutral|consensus_led|Technology|2|0.750000000000,neutral,consensus_led,0.750000000000,Technology,XLK,2,6,6m,2024-02-28,2024-08-28,0.109765926319,0.028986978607,2024-02-28,2024-08-28,0.098138021972,2024-02-28,2024-08-28,0.079213233190,-0.018924788782,-0.075640681532
2024-05-16,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,1,1m,2024-05-16,2024-06-17,0.034821868611,0.020004715793,2024-05-16,2024-06-17,0.008647603187,2024-05-16,2024-06-17,0.088699354712,0.080051751525,0.069775227131
2024-05-16,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,3,3m,2024-05-16,2024-08-16,0.051830976060,0.010990963578,2024-05-16,2024-08-16,0.031981672170,2024-05-16,2024-08-16,0.046565785821,0.014584113652,-0.014158610062
2024-05-16,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,6,6m,2024-05-16,2024-11-18,0.119455969717,0.038677022006,2024-05-16,2024-11-18,0.072025730373,2024-05-16,2024-11-18,0.088503185201,0.016477454828,-0.040238437922
2024-08-15,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,1,1m,2024-08-15,2024-09-16,0.017665062385,0.002847909567,2024-08-15,2024-09-16,0.020658938125,2024-08-15,2024-09-16,-0.006469614960,-0.027128553085,-0.037405077479
2024-08-15,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,3,3m,2024-08-15,2024-11-15,0.062326069345,0.021486056864,2024-08-15,2024-11-15,0.036754553470,2024-08-15,2024-11-15,0.038452600452,0.001698046982,-0.027044676732
2024-08-15,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,6,6m,2024-08-15,2025-02-18,0.112727712080,0.031948764368,2024-08-15,2025-02-18,0.092487741391,2024-08-15,2025-02-18,0.103118963785,0.010631222393,-0.046084670358
2024-10-01,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,1,1m,2024-10-01,2024-11-01,0.004255881229,-0.010561271589,2024-10-01,2024-11-01,-0.011602568908,2024-10-01,2024-11-01,0.016571369505,0.028173938412,0.017897414019
2024-10-01,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,3,3m,2024-10-01,2025-01-02,0.031621582893,-0.009218429588,2024-10-01,2025-01-02,-0.006967340898,2024-10-01,2025-01-02,0.056609824627,0.063577165525,0.034834441811
2024-10-01,risk_off|overweight_led|Technology|0|0.500000000000,risk_off,overweight_led,0.500000000000,Technology,XLK,0,6,6m,2024-10-01,2025-04-01,-0.007177274295,-0.087956222006,2024-10-01,2025-04-01,-0.011465110840,2024-10-01,2025-04-01,-0.049297781832,-0.037832670992,-0.094548563742
2024-11-15,risk_on|consensus_led|Technology|3|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,3,1,1m,2024-11-15,2024-12-16,0.035919711330,0.021102558512,2024-11-15,2024-12-16,0.030712175026,2024-11-15,2024-12-16,0.055659943314,0.024947768287,0.014671243893
2024-11-15,risk_on|consensus_led|Technology|3|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,3,3,3m,2024-11-15,2025-02-18,0.047444606876,0.006604594395,2024-11-15,2025-02-18,0.053757360153,2024-11-15,2025-02-18,0.062271848811,0.008514488658,-0.020228235056
2024-11-15,risk_on|consensus_led|Technology|3|1.000000000000,risk_on,consensus_led,1.000000000000,Technology,XLK,3,6,6m,2024-11-15,2025-05-15,0.014454158512,-0.066324789200,2024-11-15,2025-05-15,0.049088853812,2024-11-15,2025-05-15,0.032054723162,-0.017034130650,-0.073750023400
2025-02-18,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,1,1m,2025-02-18,2025-03-18,-0.082536046928,-0.097353199746,2025-02-18,2025-03-18,-0.049850774863,2025-02-18,2025-03-18,-0.145204771831,-0.095353996969,-0.097213521762
2025-02-18,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,3,3m,2025-02-18,2025-05-19,-0.024295492612,-0.065135505093,2025-02-18,2025-05-19,0.003176825275,2025-02-18,2025-05-19,-0.035419402135,-0.038596227410,-0.044473072429
2025-02-18,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,6,6m,2025-02-18,2025-08-18,0.058285000649,-0.022493947062,2025-02-18,2025-08-18,0.085122628077,2025-02-18,2025-08-18,0.025769999899,-0.059352628178,-0.069611343729
2025-02-26,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,1,1m,2025-02-26,2025-03-26,-0.040779641332,-0.055596794150,2025-02-26,2025-03-26,-0.024272939871,2025-02-26,2025-03-26,-0.051936286243,-0.027663346372,-0.029522871165
2025-02-26,neutral|consensus_led|Consumer Discretionary|1|0.750000000000,neutral,consensus_led,0.750000000000,Consumer Discretionary,XLY,1,3,3m,2025-02-26,2025-05-27,-0.002720577017,-0.043560589498,2025-02-26,2025-05-27,0.024257191565,2025-02-26,2025-05-27,0.011694021188,-0.012563170377,-0.018440015396
