aggregation_level,event_family,sector,window_months,event_count,avg_excess_forward_return,bootstrap_ci95_excess_low,bootstrap_ci95_excess_high,avg_excess_minus_unconditional,bootstrap_ci95_excess_minus_unconditional_low,bootstrap_ci95_excess_minus_unconditional_high,avg_proxy_minus_unconditional,bootstrap_ci95_proxy_minus_unconditional_low,bootstrap_ci95_proxy_minus_unconditional_high
family_total,nbim_positive_industry_weight_change,,6,21,0.014111095227,-0.020922230637,0.054833290001,-0.008404483540,-0.040097387279,0.025128874275,-0.032066757855,-0.078929977549,0.012166763582
family_total,pif_contracting,,1,3,0.018615613653,-0.006125915884,0.034821868611,0.003798460835,-0.020943068702,0.020004715793,0.003798460835,-0.020943068702,0.020004715793
family_total,pif_contracting,,3,3,0.053567604222,0.037408938310,0.071462898296,0.012727591741,-0.003431074171,0.030622885815,0.012727591741,-0.003431074171,0.030622885815
family_total,pif_contracting,,6,3,0.119193266763,0.067318256939,0.170805573632,0.038414319052,-0.013460690772,0.090026625921,0.038414319052,-0.013460690772,0.090026625921
family_total,pif_expanding,,1,5,0.037024217243,0.022750343970,0.050489156197,0.022207064425,0.007933191152,0.033679533783,0.022207064425,0.007933191152,0.035672003379
family_total,pif_expanding,,3,5,0.075161523214,0.042928233962,0.116286244683,0.034321510733,0.002088221481,0.075446232202,0.034321510733,0.002088221481,0.075446232202
family_total,pif_expanding,,6,5,0.136880687306,0.069558883163,0.189778595447,0.056101739595,-0.011220064548,0.107441503928,0.056101739595,-0.009661920740,0.108999647736
sector,cross_fund_consensus_gained,Communication Services,1,2,-0.011789304932,-0.034826379776,0.011247769912,-0.012087474749,-0.035124549593,0.010949600095,0.000709396590,-0.060787904647,0.062206697827
sector,cross_fund_consensus_gained,Communication Services,3,2,-0.002975403928,-0.063733811595,0.057783003738,-0.007120214053,-0.067878621719,0.053638193614,-0.025655905823,-0.131751503089,0.080439691442
sector,cross_fund_consensus_gained,Communication Services,6,2,0.020411578997,-0.092905211046,0.133728369040,0.006719088604,-0.106597701439,0.120035878647,-0.079394170331,-0.273910675836,0.115122335174
sector,cross_fund_consensus_gained,Consumer Discretionary,1,5,0.018733974052,-0.020220708510,0.059252758635,0.016874449259,-0.020531801681,0.057393233842,0.035057795056,-0.005562947210,0.080228870967
sector,cross_fund_consensus_gained,Consumer Discretionary,3,5,0.009252537854,-0.021804045146,0.044298651496,0.003375692835,-0.028858157724,0.038442354557,0.018911373213,-0.010931859322,0.047654956958
sector,cross_fund_consensus_gained,Consumer Discretionary,6,5,0.063147508023,-0.019392420712,0.145687436758,0.052888792471,-0.029651136264,0.132070870401,0.042255573309,-0.078306164973,0.166298597005
sector,cross_fund_consensus_gained,Financials,1,4,-0.024691229093,-0.053607147140,0.005000718499,-0.024256023189,-0.053171941236,0.005435924403,0.009140821937,-0.043631059063,0.061912702937
sector,cross_fund_consensus_gained,Financials,3,4,-0.047083409020,-0.090348347284,-0.012942084350,-0.046403744557,-0.089668682821,-0.012262419887,-0.004668862810,-0.078513129371,0.062534203855
sector,cross_fund_consensus_gained,Financials,6,4,-0.042850735167,-0.104867874853,-0.005378128111,-0.044259627657,-0.106276767344,-0.006787020601,0.018820839755,-0.065948275814,0.134510844163
sector,cross_fund_consensus_gained,Health Care,1,1,-0.000161923515,-0.000161923515,-0.000161923515,0.002188467943,0.002188467943,0.002188467943,0.040210170493,0.040210170493,0.040210170493
sector,cross_fund_consensus_gained,Health Care,3,1,0.036649416011,0.036649416011,0.036649416011,0.041655652028,0.041655652028,0.041655652028,0.114140363827,0.114140363827,0.114140363827
sector,cross_fund_consensus_gained,Health Care,6,1,-0.020890551419,-0.020890551419,-0.020890551419,-0.010526028533,-0.010526028533,-0.010526028533,0.101759814510,0.101759814510,0.101759814510
sector,cross_fund_consensus_gained,Industrials,1,1,0.034754237722,0.034754237722,0.034754237722,0.033387318387,0.033387318387,0.033387318387,0.093909318705,0.093909318705,0.093909318705
sector,cross_fund_consensus_gained,Industrials,3,1,0.048117539593,0.048117539593,0.048117539593,0.043170135068,0.043170135068,0.043170135068,0.181099830907,0.181099830907,0.181099830907
sector,cross_fund_consensus_gained,Industrials,6,1,0.138950246183,0.138950246183,0.138950246183,0.130052707683,0.130052707683,0.130052707683,0.318480374708,0.318480374708,0.318480374708
sector,cross_fund_consensus_gained,Real Estate,1,1,-0.004434396932,-0.004434396932,-0.004434396932,-0.002205444469,-0.002205444469,-0.002205444469,0.052315775071,0.052315775071,0.052315775071
sector,cross_fund_consensus_gained,Real Estate,3,1,-0.090549892123,-0.090549892123,-0.090549892123,-0.083047833000,-0.083047833000,-0.083047833000,-0.082507515797,-0.082507515797,-0.082507515797
sector,cross_fund_consensus_gained,Real Estate,6,1,-0.125833392612,-0.125833392612,-0.125833392612,-0.107023570445,-0.107023570445,-0.107023570445,-0.058359459709,-0.058359459709,-0.058359459709
sector,cross_fund_consensus_gained,Technology,1,7,0.014641363122,0.000979983750,0.029508759224,0.004364838728,-0.009549949331,0.019311990402,0.006315315578,-0.036527542457,0.038093879020
sector,cross_fund_consensus_gained,Technology,3,7,0.059390215860,0.021877241639,0.099648236042,0.030647492146,-0.008830323858,0.069602798648,0.026338116597,-0.034767404682,0.077664660548
sector,cross_fund_consensus_gained,Technology,6,7,0.122480709349,0.048399928702,0.188162226160,0.065764816598,-0.002426663359,0.135154645537,0.089011252413,0.003013345274,0.168358706689
sector,cross_fund_consensus_lost,Communication Services,1,2,-0.003437884778,-0.072998673194,0.066122903637,-0.003736054596,-0.073296843011,0.065824733820,0.055261706288,0.034637680104,0.075885732471
sector,cross_fund_consensus_lost,Communication Services,3,2,0.024891731883,-0.062029588628,0.111813052395,0.020746921759,-0.066174398752,0.107668242271,0.098084376819,0.062989996028,0.133178757610
sector,cross_fund_consensus_lost,Communication Services,6,2,0.101674598230,0.040691520590,0.162657675870,0.087982107837,0.026999030197,0.148965185477,0.154956085194,0.147336995043,0.162575175345
sector,cross_fund_consensus_lost,Consumer Discretionary,1,5,0.008589780001,-0.009308919743,0.027203967159,0.006730255208,-0.011168444536,0.024628954952,-0.026377803403,-0.082206914378,0.029451307572
sector,cross_fund_consensus_lost,Consumer Discretionary,3,5,0.025772174273,-0.026415406336,0.088277786586,0.019895329254,-0.032292251355,0.082400941567,-0.021559254063,-0.104074910001,0.074269610199
sector,cross_fund_consensus_lost,Consumer Discretionary,6,5,0.056491470592,-0.021656557331,0.114518876386,0.046232755040,-0.031252879205,0.105065526508,0.023571753088,-0.032341852349,0.089429430719
sector,cross_fund_consensus_lost,Financials,1,4,-0.027683166633,-0.062570500806,-0.004916558053,-0.027247960730,-0.062135294902,-0.004481352149,-0.065956056662,-0.123259274323,-0.019007388502
sector,cross_fund_consensus_lost,Financials,3,4,-0.022718529009,-0.091268759079,0.028346539764,-0.022038864546,-0.090589094616,0.029026204227,-0.020828107664,-0.109481458258,0.058981141373
sector,cross_fund_consensus_lost,Financials,6,4,-0.002962008495,-0.087104154160,0.081180137171,-0.004370900985,-0.088513046650,0.079771244680,0.014351552648,-0.098024280470,0.178127974590
sector,cross_fund_consensus_lost,Health Care,1,1,-0.020465247677,-0.020465247677,-0.020465247677,-0.018114856219,-0.018114856219,-0.018114856219,-0.006795772459,-0.006795772459,-0.006795772459
sector,cross_fund_consensus_lost,Health Care,3,1,-0.052539667063,-0.052539667063,-0.052539667063,-0.047533431046,-0.047533431046,-0.047533431046,-0.014397190305,-0.014397190305,-0.014397190305
sector,cross_fund_consensus_lost,Health Care,6,1,-0.029634761367,-0.029634761367,-0.029634761367,-0.019270238481,-0.019270238481,-0.019270238481,0.009980540404,0.009980540404,0.009980540404
sector,cross_fund_consensus_lost,Industrials,1,1,0.033981296191,0.033981296191,0.033981296191,0.032614376856,0.032614376856,0.032614376856,0.020436070217,0.020436070217,0.020436070217
sector,cross_fund_consensus_lost,Industrials,3,1,0.060586303726,0.060586303726,0.060586303726,0.055638899201,0.055638899201,0.055638899201,0.104606844512,0.104606844512,0.104606844512
sector,cross_fund_consensus_lost,Industrials,6,1,-0.037974219237,-0.037974219237,-0.037974219237,-0.046871757737,-0.046871757737,-0.046871757737,0.105806701158,0.105806701158,0.105806701158
sector,cross_fund_consensus_lost,Real Estate,1,1,-0.011828333031,-0.011828333031,-0.011828333031,-0.009599380568,-0.009599380568,-0.009599380568,-0.085516796925,-0.085516796925,-0.085516796925
sector,cross_fund_consensus_lost,Real Estate,3,1,-0.073135331231,-0.073135331231,-0.073135331231,-0.065633272108,-0.065633272108,-0.065633272108,-0.094897584176,-0.094897584176,-0.094897584176
sector,cross_fund_consensus_lost,Real Estate,6,1,-0.110773553866,-0.110773553866,-0.110773553866,-0.091963731699,-0.091963731699,-0.091963731699,-0.110178950400,-0.110178950400,-0.110178950400
sector,cross_fund_consensus_lost,Technology,1,7,0.010938953163,-0.023163902402,0.042506552476,0.000662428769,-0.032322965467,0.033254217050,-0.015800220305,-0.065840378136,0.029352293165
sector,cross_fund_consensus_lost,Technology,3,7,0.033498016206,0.000333520364,0.067175538347,0.004755292492,-0.027268109141,0.039309521748,0.016110108470,-0.028747521527,0.071636071182
sector,cross_fund_consensus_lost,Technology,6,7,0.050100539395,-0.007640017722,0.119361653578,-0.006615353356,-0.062615911071,0.061985480667,-0.011891493005,-0.056264001332,0.035898927221
sector,nbim_overweight_tech,Technology,1,8,0.005417396802,-0.018538748608,0.030501083723,-0.004859127592,-0.029228535367,0.019563925058,-0.026227657298,-0.065591750820,0.011259762762
sector,nbim_overweight_tech,Technology,3,7,0.015559271561,-0.013938694673,0.055007730179,-0.013183452153,-0.042897451226,0.026265006465,-0.030613678234,-0.063459607544,-0.005972086896
sector,nbim_overweight_tech,Technology,6,7,0.065489679818,0.008317692604,0.135840348920,0.008773787067,-0.046755575218,0.076513423519,0.008636215874,-0.085915976550,0.100481269935
sector,nbim_positive_industry_weight_change,Communication Services,1,1,0.011247769912,0.011247769912,0.011247769912,0.010949600095,0.010949600095,0.010949600095,0.062206697827,0.062206697827,0.062206697827
sector,nbim_positive_industry_weight_change,Communication Services,3,1,-0.063733811595,-0.063733811595,-0.063733811595,-0.067878621719,-0.067878621719,-0.067878621719,-0.131751503089,-0.131751503089,-0.131751503089
sector,nbim_positive_industry_weight_change,Communication Services,6,1,-0.092905211046,-0.092905211046,-0.092905211046,-0.106597701439,-0.106597701439,-0.106597701439,-0.273910675836,-0.273910675836,-0.273910675836
sector,nbim_positive_industry_weight_change,Consumer Discretionary,1,5,0.004363227386,-0.021569486957,0.030295941729,0.002503702593,-0.023429011750,0.028436416936,0.013912510679,-0.030119051849,0.060187291183
sector,nbim_positive_industry_weight_change,Consumer Discretionary,3,5,-0.028130690915,-0.068261863102,0.007454620848,-0.034007535934,-0.074138708121,0.002066250649,-0.040607776287,-0.096261224024,0.007207201526
sector,nbim_positive_industry_weight_change,Consumer Discretionary,6,5,-0.000052772590,-0.047525678634,0.045607549987,-0.010311488142,-0.056394828589,0.036774029920,-0.023592081006,-0.102156221616,0.035370820334
sector,nbim_positive_industry_weight_change,Consumer Staples,1,1,0.028669388153,0.028669388153,0.028669388153,0.031269639409,0.031269639409,0.031269639409,0.041781244243,0.041781244243,0.041781244243
sector,nbim_positive_industry_weight_change,Consumer Staples,3,1,-0.036483750942,-0.036483750942,-0.036483750942,-0.029921154615,-0.029921154615,-0.029921154615,-0.003595489289,-0.003595489289,-0.003595489289
sector,nbim_positive_industry_weight_change,Consumer Staples,6,1,-0.071629528446,-0.071629528446,-0.071629528446,-0.057859457750,-0.057859457750,-0.057859457750,-0.040774797461,-0.040774797461,-0.040774797461
sector,nbim_positive_industry_weight_change,Energy,1,2,-0.004256349432,-0.017211277021,0.008698578157,-0.010957484390,-0.023912411979,0.001997443199,0.020152169984,0.012509048033,0.027795291936
sector,nbim_positive_industry_weight_change,Energy,3,2,0.085188576121,-0.073428731005,0.243805883247,0.066285357521,-0.092331949605,0.224902664647,0.047919324493,-0.066006284279,0.161844933265
sector,nbim_positive_industry_weight_change,Energy,6,2,0.124373471403,0.048487942600,0.200259000207,0.093712976225,0.017827447421,0.169598505028,0.020336154382,0.005760201052,0.034912107711
sector,nbim_positive_industry_weight_change,Financials,1,2,-0.054775511669,-0.099539149034,-0.010011874304,-0.054340305765,-0.099103943130,-0.009576668400,-0.040656259012,-0.088592338296,0.007279820271
sector,nbim_positive_industry_weight_change,Financials,3,2,-0.070968250983,-0.103976430322,-0.037960071644,-0.070288586520,-0.103296765859,-0.037280407181,-0.049543792638,-0.076971100533,-0.022116484742
sector,nbim_positive_industry_weight_change,Financials,6,2,-0.104275625388,-0.121463642213,-0.087087608562,-0.105684517877,-0.122872534703,-0.088496501052,-0.073798587825,-0.076185334887,-0.071411840763
sector,nbim_positive_industry_weight_change,Health Care,1,2,0.013328035072,-0.012378314167,0.039034384310,0.015678426530,-0.010027922709,0.041384775768,0.018260389737,-0.015375601129,0.051896380603
sector,nbim_positive_industry_weight_change,Health Care,3,2,-0.025536215397,-0.027531420486,-0.023541010309,-0.020529979380,-0.022525184469,-0.018534774292,-0.025330793507,-0.058452478047,0.007790891033
sector,nbim_positive_industry_weight_change,Health Care,6,2,-0.023474287600,-0.023896502233,-0.023052072967,-0.013109764714,-0.013531979347,-0.012687550081,-0.029356462852,-0.062265606647,0.003552680943
sector,nbim_positive_industry_weight_change,Real Estate,1,1,-0.003604410299,-0.003604410299,-0.003604410299,-0.001375457836,-0.001375457836,-0.001375457836,0.050332246079,0.050332246079,0.050332246079
sector,nbim_positive_industry_weight_change,Real Estate,3,1,-0.025301963963,-0.025301963963,-0.025301963963,-0.017799904840,-0.017799904840,-0.017799904840,-0.080857636223,-0.080857636223,-0.080857636223
sector,nbim_positive_industry_weight_change,Real Estate,6,1,0.009456726656,0.009456726656,0.009456726656,0.028266548823,0.028266548823,0.028266548823,-0.135571755153,-0.135571755153,-0.135571755153
sector,nbim_positive_industry_weight_change,Technology,1,8,0.005417396802,-0.018615192013,0.029751294572,-0.004859127592,-0.028862729680,0.019436380735,-0.026227657298,-0.066797992659,0.011259762762
sector,nbim_positive_industry_weight_change,Technology,3,7,0.015559271561,-0.013251213094,0.053549232880,-0.013183452153,-0.042512879237,0.026265006465,-0.030613678234,-0.063064446155,-0.005659633263
sector,nbim_positive_industry_weight_change,Technology,6,7,0.065489679818,0.011602452950,0.134534587866,0.008773787067,-0.045786677987,0.076126098504,0.008636215874,-0.089921509682,0.100422501312
