event_family,event_date,sector,window_months,check_name,status,detail
pif_contracting,2025-08-15,,3,window_built,pass,SPY vs CASH from 2025-08-15 to 2025-11-17.
pif_contracting,2025-08-15,,6,window_built,pass,SPY vs CASH from 2025-08-15 to 2026-02-17.
nbim_overweight_tech,2026-03-02,Technology,1,window_built,pass,XLK vs VT from 2026-03-02 to 2026-04-02.
nbim_overweight_tech,2026-03-02,Technology,3,end_date_found,skip,Insufficient forward history for target end date 2026-06-02.
nbim_overweight_tech,2026-03-02,Technology,6,end_date_found,skip,Insufficient forward history for target end date 2026-09-02.
nbim_positive_industry_weight_change,2026-03-02,Technology,1,window_built,pass,XLK vs VT from 2026-03-02 to 2026-04-02.
nbim_positive_industry_weight_change,2026-03-02,Technology,3,end_date_found,skip,Insufficient forward history for target end date 2026-06-02.
nbim_positive_industry_weight_change,2026-03-02,Technology,6,end_date_found,skip,Insufficient forward history for target end date 2026-09-02.
all,,,all,detail_row_count_positive,pass,Built 236 detail rows from 240 potential windows.
all,,,all,summary_row_count_positive,pass,Built 87 summary rows.
nbim_overweight_tech,,,1,summary_count_matches_detail,pass,summary=8 detail=8 aggregation=family_total
nbim_overweight_tech,,Technology,1,summary_count_matches_detail,pass,summary=8 detail=8 aggregation=sector
nbim_overweight_tech,,,3,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=family_total
nbim_overweight_tech,,Technology,3,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
nbim_overweight_tech,,,6,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=family_total
nbim_overweight_tech,,Technology,6,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
nbim_positive_industry_weight_change,,,1,summary_count_matches_detail,pass,summary=22 detail=22 aggregation=family_total
nbim_positive_industry_weight_change,,Consumer Discretionary,1,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
nbim_positive_industry_weight_change,,,3,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
nbim_positive_industry_weight_change,,Consumer Discretionary,3,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
nbim_positive_industry_weight_change,,,6,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
nbim_positive_industry_weight_change,,Consumer Discretionary,6,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
nbim_positive_industry_weight_change,,Health Care,1,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
nbim_positive_industry_weight_change,,Health Care,3,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
nbim_positive_industry_weight_change,,Health Care,6,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
nbim_positive_industry_weight_change,,Technology,1,summary_count_matches_detail,pass,summary=8 detail=8 aggregation=sector
nbim_positive_industry_weight_change,,Technology,3,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
nbim_positive_industry_weight_change,,Technology,6,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
cross_fund_consensus_gained,,,1,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
cross_fund_consensus_gained,,Technology,1,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
cross_fund_consensus_gained,,,3,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
cross_fund_consensus_gained,,Technology,3,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
cross_fund_consensus_gained,,,6,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
cross_fund_consensus_gained,,Technology,6,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
pif_expanding,,,1,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=family_total
pif_expanding,,,3,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=family_total
pif_expanding,,,6,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=family_total
cross_fund_consensus_gained,,Consumer Discretionary,1,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
cross_fund_consensus_gained,,Consumer Discretionary,3,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
cross_fund_consensus_gained,,Consumer Discretionary,6,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
cross_fund_consensus_lost,,,1,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
cross_fund_consensus_lost,,Technology,1,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
cross_fund_consensus_lost,,,3,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
cross_fund_consensus_lost,,Technology,3,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
cross_fund_consensus_lost,,,6,summary_count_matches_detail,pass,summary=21 detail=21 aggregation=family_total
cross_fund_consensus_lost,,Technology,6,summary_count_matches_detail,pass,summary=7 detail=7 aggregation=sector
cross_fund_consensus_lost,,Consumer Discretionary,1,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
cross_fund_consensus_lost,,Consumer Discretionary,3,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
cross_fund_consensus_lost,,Consumer Discretionary,6,summary_count_matches_detail,pass,summary=5 detail=5 aggregation=sector
cross_fund_consensus_gained,,Financials,1,summary_count_matches_detail,pass,summary=4 detail=4 aggregation=sector
cross_fund_consensus_gained,,Financials,3,summary_count_matches_detail,pass,summary=4 detail=4 aggregation=sector
cross_fund_consensus_gained,,Financials,6,summary_count_matches_detail,pass,summary=4 detail=4 aggregation=sector
cross_fund_consensus_gained,,Industrials,1,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
cross_fund_consensus_gained,,Industrials,3,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
cross_fund_consensus_gained,,Industrials,6,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
cross_fund_consensus_lost,,Financials,1,summary_count_matches_detail,pass,summary=4 detail=4 aggregation=sector
cross_fund_consensus_lost,,Financials,3,summary_count_matches_detail,pass,summary=4 detail=4 aggregation=sector
cross_fund_consensus_lost,,Financials,6,summary_count_matches_detail,pass,summary=4 detail=4 aggregation=sector
cross_fund_consensus_lost,,Industrials,1,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
cross_fund_consensus_lost,,Industrials,3,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
cross_fund_consensus_lost,,Industrials,6,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
pif_contracting,,,1,summary_count_matches_detail,pass,summary=3 detail=3 aggregation=family_total
pif_contracting,,,3,summary_count_matches_detail,pass,summary=3 detail=3 aggregation=family_total
pif_contracting,,,6,summary_count_matches_detail,pass,summary=3 detail=3 aggregation=family_total
cross_fund_consensus_gained,,Communication Services,1,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
cross_fund_consensus_gained,,Communication Services,3,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
cross_fund_consensus_gained,,Communication Services,6,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
nbim_positive_industry_weight_change,,Communication Services,1,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
nbim_positive_industry_weight_change,,Communication Services,3,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
nbim_positive_industry_weight_change,,Communication Services,6,summary_count_matches_detail,pass,summary=1 detail=1 aggregation=sector
nbim_positive_industry_weight_change,,Energy,1,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
nbim_positive_industry_weight_change,,Energy,3,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
nbim_positive_industry_weight_change,,Energy,6,summary_count_matches_detail,pass,summary=2 detail=2 aggregation=sector
