date,strategy_key,strategy_name,execution_variant,execution_label,signal_lag_trading_days,nav_end,cum_return,cash_weight_end,primary_benchmark_key,primary_benchmark_nav,relative_to_primary,secondary_benchmark_key,secondary_benchmark_nav,relative_to_secondary
2019-07-31,p5,P5 Cash-Aware Copy,t1,T+1,1,0.795371464491,-0.204628535509,0.000000000000,SPY,1.094030215347,0.727010509704,,,
2019-08-01,p5,P5 Cash-Aware Copy,t1,T+1,1,0.769825981800,-0.230174018200,0.000000000000,SPY,1.084503472357,0.709841878262,,,
2019-08-02,p5,P5 Cash-Aware Copy,t1,T+1,1,0.771439209178,-0.228560790822,0.000000000000,SPY,1.076337710059,0.716725988478,,,
2019-08-05,p5,P5 Cash-Aware Copy,t1,T+1,1,0.751621251542,-0.248378748458,0.000000000000,SPY,1.043968892822,0.719965179720,,,
2019-08-06,p5,P5 Cash-Aware Copy,t1,T+1,1,0.759620726145,-0.240379273855,0.000000000000,SPY,1.058608363325,0.717565392889,,,
2019-08-07,p5,P5 Cash-Aware Copy,t1,T+1,1,0.768410272313,-0.231589727687,0.000000000000,SPY,1.059233733669,0.725439766397,,,
2019-08-08,p5,P5 Cash-Aware Copy,t1,T+1,1,0.784475390011,-0.215524609989,0.000000000000,SPY,1.080015964897,0.726355364650,,,
2019-08-09,p5,P5 Cash-Aware Copy,t1,T+1,1,0.773644496436,-0.226355503564,0.000000000000,SPY,1.072659418664,0.721239643241,,,
2019-08-12,p5,P5 Cash-Aware Copy,t1,T+1,1,0.753892707294,-0.246107292706,0.000000000000,SPY,1.059601579462,0.711486960671,,,
2019-08-13,p5,P5 Cash-Aware Copy,t1,T+1,1,0.773611905983,-0.226388094017,0.000000000000,SPY,1.076080185509,0.718916597853,,,
2019-08-14,p5,P5 Cash-Aware Copy,t1,T+1,1,0.722981157287,-0.277018842713,0.000000000000,SPY,1.044263108528,0.692336204720,,,
2019-08-15,p5,P5 Cash-Aware Copy,t1,T+1,1,0.709879301755,-0.290120698245,0.000000000000,SPY,1.047021830121,0.677998568256,,,
2019-08-16,p5,P5 Cash-Aware Copy,t1,T+1,1,0.724034915238,-0.275965084762,0.000000000000,SPY,1.062470622298,0.681463468300,,,
2019-08-19,p5,P5 Cash-Aware Copy,t1,T+1,1,0.746716388504,-0.253283611496,0.000000000000,SPY,1.075270973506,0.694444848696,,,
2019-08-20,p5,P5 Cash-Aware Copy,t1,T+1,1,0.743523166133,-0.256476833867,0.000000000000,SPY,1.067031650173,0.696814537799,,,
2019-08-21,p5,P5 Cash-Aware Copy,t1,T+1,1,0.726964599362,-0.273035400638,0.000000000000,SPY,1.075712461572,0.675798250305,,,
